symbol;company;purpose;bm_desc;date
CUMMINSIND;Cummins India Limited;Financial Results;To consider and approve the unaudited standalone and consolidated financial results for the quarter ended Jun 30, 2024;06-Aug-2024
CYBERMEDIA;Cyber Media (India) Limited;Financial Results;To consider and approve the financial results for the period ended Jun 30, 2024;06-Aug-2024
DHRUV;Dhruv Consultancy Services Limited;Financial Results/Other business matters;To consider and approve the financial results for the period ended Jun 30, 2024 and other business matters;06-Aug-2024
DLINKINDIA;D-Link (India) Limited;Financial Results/Other business matters;To consider and approve the financial results for the period ended Jun 30, 2024 and other business matters;06-Aug-2024
DOLATALGO;Dolat Algotech Limited;Financial Results;To consider and approve the financial results for the period ended Jun 30, 2024;06-Aug-2024
EIHOTEL;EIH Limited;Financial Results;To consider and approve the financial results for the period ended Jun 30, 2024;06-Aug-2024
ELIN;Elin Electronics Limited;Financial Results;To consider and approve the financial results for the period ended Jun 30, 2024;06-Aug-2024
EUROTEXIND;Eurotex Industries and Exports Limited;Financial Results;To consider and approve the financial results for the period ended Jun 30, 2024;06-Aug-2024
FORTIS;Fortis Healthcare Limited;Financial Results;To consider and approve the financial results for the period ended Jun 30, 2024;06-Aug-2024
FUSION;Fusion Micro Finance Limited;Financial Results;To consider and approve the financial results for the period ended Jun 30, 2024;06-Aug-2024
GICHSGFIN;GIC Housing Finance Limited;Financial Results/Other business matters;To consider and approve the financial results for the period ended Jun 30, 2024 and other business matters;06-Aug-2024
GLAND;Gland Pharma Limited;Financial Results;To consider and approve the financial results for the period ended Jun 30, 2024;06-Aug-2024
GOACARBON;Goa Carbon Limited;Financial Results;To consider and approve the financial results for the period ended Jun 30, 2024;06-Aug-2024
GRAPHITE;Graphite India Limited;Financial Results;To consider and approve the financial results for the period ended Jun 30, 2024;06-Aug-2024
GUJGASLTD;Gujarat Gas Limited;Other business matters;To consider other business matters;06-Aug-2024
GULFOILLUB;Gulf Oil Lubricants India Limited;Financial Results;To consider and approve the financial results for the period ended Jun 30, 2024;06-Aug-2024
HITECHGEAR;The Hi-Tech Gears Limited;Financial Results/Other business matters;To consider and approve the financial results for the period ended Jun 30, 2024 and other business matters;06-Aug-2024
HONDAPOWER;Honda India Power Products Limited;Financial Results;To consider and approve the financial results for the period ended Jun 30, 2024;06-Aug-2024
IIFL;IIFL Finance Limited;Financial Results;To consider and approve the unaudited financial results for the period ended June 30, 2024;06-Aug-2024
IMAGICAA;Imagicaaworld Entertainment Limited;Financial Results;To consider and approve the financial results for the period ended Jun 30, 2024;06-Aug-2024
INDIGOPNTS;Indigo Paints Limited;Financial Results;To consider and approve the financial results for the period ended Jun 30, 2024;06-Aug-2024
INDNIPPON;India Nippon Electricals Limited;Financial Results;To consider and approve the financial results for the period ended Jun 30, 2024;06-Aug-2024
INDOTECH;Indo Tech Transformers Limited;Financial Results;To consider and approve the financial results for the period ended Jun 30, 2024;06-Aug-2024
INDTERRAIN;Indian Terrain Fashions Limited;Financial Results/Fund Raising/Other business matters;To consider and approve the financial results for the period ended Jun 30, 2024, Fund Raising and other business matters;06-Aug-2024
INTENTECH;Intense Technologies Limited;Financial Results/Other business matters;To consider and approve the financial results for the period ended Jun 30, 2024 and other business matters;06-Aug-2024
JKIL;J.Kumar Infraprojects Limited;Financial Results/Fund Raising;To consider and approve the financial results for the period ended Jun 30, 2024 and Fund Raising;06-Aug-2024
JMFINANCIL;JM Financial Limited;Financial Results;To consider and approve the financial results for the period ended Jun 30, 2024;06-Aug-2024
KAYA;Kaya Limited;Financial Results;To consider and approve the financial results for the period ended Jun 30, 2024;06-Aug-2024
KECL;Kirloskar Electric Company Limited;Financial Results/Other business matters;To consider and approve the financial results for the period ended Jun 30, 2024 and other business matters;06-Aug-2024
KICL;Kalyani Investment Company Limited;Financial Results;Kalyani Investment Company Limited has informed NSE that the meeting of the Board of Directors of the Company is scheduled on 06/08/2024 ,inter alia, to consider and approve the Unaudited Financial Results (Standalone & Consolidated) for the quarter ended June 30, 2024.;06-Aug-2024
KOKUYOCMLN;Kokuyo Camlin Limited;Financial Results;To consider and approve the unaudited financial results for the first quarter ended 30th June, 2024;06-Aug-2024
KRONOX;Kronox Lab Sciences Limited;Financial Results;To consider and approve the financial results for the period ended Jun 30, 2024;06-Aug-2024
KRSNAA;Krsnaa Diagnostics Limited;Financial Results;To consider and approve the financial results for the period ended June 30, 2024;06-Aug-2024
KSL;Kalyani Steels Limited;Financial Results;To consider and approve the financial results for the period ended Jun 30, 2024;06-Aug-2024
LINDEINDIA;Linde India Limited;Financial Results;Board Meeting for approval of Unaudited Standalone and Consolidated Financial Results for the quarter ended 30 June 2024;06-Aug-2024
LINDEINDIA;Linde India Limited;Financial Results;Board Meeting for approval of Unaudited Annual Standalone and Consolidated Financial Results for the quarter ended 30 June 2024;06-Aug-2024
LUPIN;Lupin Limited;Financial Results/Other business matters;Considering and taking on record the unaudited financial results of the Company for the quarter ended June 30, 2024 and other business matters.;06-Aug-2024
MADHUCON;Madhucon Projects Limited;Financial Results;To consider and approve the financial results for the period ended Jun 30, 2024;06-Aug-2024
MANINFRA;Man Infraconstruction Limited;Financial Results/Dividend;To consider and approve the Un-audited financial results for the period ended Jun 30, 2024 and First Interim Dividend for FY 2024-25;06-Aug-2024
MUFTI;Credo Brands Marketing Limited;Financial Results;To consider and approve the financial results for the period ended Jun 30, 2024;06-Aug-2024
NCC;NCC Limited;Financial Results;To consider and approve the financial results for the period ended Jun 30, 2024;06-Aug-2024
ORIENTBELL;Orient Bell Limited;Financial Results;"This is to inform you that in terms of the provisions of Regulation 29 of SEBI (Listing Obligations and Disclosure Requirements) Regulations, 2015, the next Meeting of Board of Directors of the Company is scheduled to be held on Tuesday, 06th August, 2024, inter-alia, to consider and approve the following:1. Reg. 29(1)(a) : Unaudited (Standalone & Consolidated) Financial Results for the quarter ended 30.06.2024;In view of the above, the trading window which is already closed from 01st July, 2024 will remain closed till the expiry of 48 hours from the declaration of unaudited financial results of the Company for the quarter ended 30th June, 2024.";06-Aug-2024
PFC;Power Finance Corporation Limited;Dividend;To consider interim dividend;06-Aug-2024
PFC;Power Finance Corporation Limited;Financial Results;To consider and approve the financial results for the period ended Jun 30, 2024;06-Aug-2024
PIIND;PI Industries Limited;Financial Results;To consider and approve the financial results for the period ended Jun 30, 2024;06-Aug-2024
PNC;Pritish Nandy Communications Limited;Financial Results;To consider and approve the financial results for the period ended Jun 30, 2024;06-Aug-2024
POLICYBZR;PB Fintech Limited;Financial Results/Other business matters;To consider and approve the financial results for the period ended Jun 30, 2024 and other business matters;06-Aug-2024
RAIN;Rain Industries Limited;Financial Results/Dividend;To consider and approve the financial results for the period ended Jun 30, 2024 and dividend;06-Aug-2024
RAYMOND;Raymond Limited;Financial Results;To consider and approve the financial results for the period ended Jun 30, 2024;06-Aug-2024
RITCO;Ritco Logistics Limited;Financial Results;To review and consider the unaudited financial results of the Company together with thelimited review report for the Quarter ended 30th June, 2024;06-Aug-2024
RPPL;Rajshree Polypack Limited;Stock Split;"In accordance with Regulation 29 of SEBI (Listing Obligations and Disclosure Requirements) Regulations, 2015 (""SEBI Listing Regulations""), we hereby inform that the meeting of the Board of Directors of Rajshree Polypack Limited ( Company ) is scheduled to be held on Tuesday, 06th August 2024 to consider and approve the following business transactions:1. To consider and approve the proposal of sub-division/split of the equity shares of the Company in such manner as may be determined by the Board of Directors, subject to approval of the members and such regulatory/statutory authorities as may be required.2. Any other business matter with the permission of the chair";06-Aug-2024
SALZERELEC;Salzer Electronics Limited;Financial Results;To consider and approve the financial results for the period ended Jun 30, 2024;06-Aug-2024
SBCL;Shivalik Bimetal Controls Limited;Financial Results;To consider and approve the financial results for the period ended Jun 30, 2024;06-Aug-2024
SHREECEM;SHREE CEMENT LIMITED;Financial Results;To consider and approve the financial results for the period ended Jun 30, 2024;06-Aug-2024
SIGACHI;Sigachi Industries Limited;Financial Results;To consider and approve the financial results for the period ended Jun 30, 2024;06-Aug-2024
SIGNPOST;Signpost India Limited;Financial Results;To consider and approve the unaudited financial results for the period ended Jun 30, 2024;06-Aug-2024
SOLARINDS;Solar Industries India Limited;Financial Results;To consider and approve the unaudited financial results for the period ended Jun 30, 2024;06-Aug-2024
SOMATEX;Soma Textiles & Industries Limited;Financial Results;To consider and approve the financial results for the period ended Jun 30, 2024;06-Aug-2024
SONAMLTD;SONAM LIMITED;Financial Results/Other business matters;To consider and approve the financial results for the period ended Jun 30, 2024 and other business matters;06-Aug-2024
SPECIALITY;Speciality Restaurants Limited;Financial Results/Other business matters;To consider and approve the financial results for the period ended Jun 30, 2024 and other business mattersThe meeting of the Board of Directors of the Company is scheduled on 06/08/2024 ,inter alia, to consider and approve (i) The standalone and consolidated unaudited financial results of the Company for the quarter ended June 30, 2024 along with the limited review report of the statutory auditors thereon for the corresponding period. (ii) The allotment of equity shares, pursuant to the exercise of conversion of warrants, issued on a preferential basis, if any. (iii) The forfeiture of 25% of warrants subscription amount paid on unexercised warrants as per provision of Regulation 169(3) of Chapter V of Securities and Exchange Board of India (Issue of Capital and Disclosure Requirements) Regulations, 2018, if any.;06-Aug-2024
STEELCITY;Steel City Securities Limited;Financial Results/Dividend/Other business matters;To consider and approve the financial results for the period ended Jun 30, 2024, dividend and other business matters;06-Aug-2024
SYMPHONY;Symphony Limited;Buyback;Board to consider proposal for buyback of the equity shares of the Company;06-Aug-2024
SYMPHONY;Symphony Limited;Financial Results/Dividend;To consider and approve the financial results for the period ended Jun 30, 2024 and dividend;06-Aug-2024
TATAPOWER;Tata Power Company Limited;Financial Results/Other business matters;To consider and approve the financial results for the period ended Jun 30, 2024 and other business matters;06-Aug-2024
TCIFINANCE;TCI Finance Limited;Financial Results;To consider and approve the financial results for the period ended Jun 30, 2024;06-Aug-2024
TNPETRO;Tamilnadu PetroProducts Limited;Financial Results;To consider and approve the financial results for the period ended Jun 30, 2024;06-Aug-2024
TVSMOTOR;TVS Motor Company Limited;Financial Results;To consider and approve the financial results for the period ended Jun 30, 2024;06-Aug-2024
VADILALIND;Vadilal Industries Limited;Financial Results;To consider and approve the financial results for the period ended Jun 30, 2024;06-Aug-2024
VEDL;Vedanta Limited;Financial Results;"In terms of Regulation 29 and 50 of the Securities and Exchange Board of India ( SEBI ) (Listing Obligations and Disclosure Requirements) Regulations, 2015, as amended from time to time, we wish to inform that the meeting of the Board of Directors of the Company will be held on Tuesday, August 06, 2024, to inter&#8208;alia consider the Unaudited Financial Results of the Company for the First Quarter ended June 30, 2024.";06-Aug-2024
VIPIND;VIP Industries Limited;Financial Results;To consider and approve the financial results for the period ended Jun 30, 2024;06-Aug-2024
