symbol;company;purpose;bm_desc;date
RPPINFRA;R.P.P. Infra Projects Limited;Other business matters;To consider other business matters;02-Aug-2024
SAMHI;Samhi Hotels Limited;Financial Results;To consider and approve the financial results for the period ended Jun 30, 2024;02-Aug-2024
SAREGAMA;Saregama India Limited;Financial Results;To consider and approve the  Unaudited financial results for the quarter ended 30th June, 2024;02-Aug-2024
SFL;Sheela Foam Limited;Financial Results;To consider and approve the financial results for the period ended Jun 30, 2024;02-Aug-2024
SHARDAMOTR;Sharda Motor Industries Limited;Financial Results/Other business matters;To consider and approve the financial results for the period ended Jun 30, 2024 and other business matters;02-Aug-2024
SILINV;SIL Investments Limited;Financial Results;To consider and approve the financial results for the period ended Jun 30, 2024;02-Aug-2024
SIS;SIS LIMITED;Fund Raising;To consider the proposal for fund raising by debt issue in the form of debentures, subject to requisite approvals.;02-Aug-2024
SMLISUZU;SML Isuzu Limited;Financial Results;To consider and approve the Unaudited Financial Results of the Company for the first quarter ended on 30th June, 2024.;02-Aug-2024
SPANDANA;Spandana Sphoorty Financial Limited;Fund Raising;To consider Fund Raising;02-Aug-2024
SUDARSCHEM;Sudarshan Chemical Industries Limited;Financial Results;To consider and approve the financial results for the period ended Jun 30, 2024;02-Aug-2024
TEXINFRA;Texmaco Infrastructure & Holdings Limited;Financial Results/Other business matters;To consider and approve the financial results for the period ended Jun 30, 2024 and other business matters;02-Aug-2024
TITAN;Titan Company Limited;Financial Results;To consider and approve the financial results for the period ended Jun 30, 2024;02-Aug-2024
TMB;Tamilnad Mercantile Bank Limited;Financial Results;To consider and approve the Un-audited Financial Results for the quarter ended June 30, 2024;02-Aug-2024
TTKHLTCARE;TTK Healthcare Limited;Financial Results/Other business matters;To consider and approve the financial results for the period ended Jun 30, 2024 and other business matters;02-Aug-2024
TTKPRESTIG;TTK Prestige Limited;Buyback;To consider buyback for equity shares;02-Aug-2024
UPL;UPL Limited;Financial Results;To consider and approve the financial results for the period ended Jun 30, 2024;02-Aug-2024
YAARI;Yaari Digital Integrated Services Limited;Financial Results;To consider and approve the financial results for the period ended Jun 30, 2024;02-Aug-2024
ZYDUSWELL;Zydus Wellness Limited;Financial Results;To consider and approve the financial results for the period ended Jun 30, 2024;02-Aug-2024
