symbol;company;purpose;bm_desc;date
BEL;Bharat Electronics Limited;Financial Results;To consider and approve the financial results for the period ended Jun 30, 2024;29-Jul-2024
CCCL;Consolidated Construction Consortium Limited;Financial Results;To consider and approve the financial results for the period ended Jun 30, 2024;29-Jul-2024
COLPAL;Colgate Palmolive (India) Limited;Financial Results;To consider and approve the financial results for the period ended Jun 30, 2024;29-Jul-2024
CSBBANK;CSB Bank Limited;Financial Results;CSB BANK LIMITED has informed the Exchange about Board Meeting to be held on 29-July-2024 to inter-alia consider and approve the Unaudited Financial results for the quarter ended June 30, 2024;29-Jul-2024
DATAPATTNS;Data Patterns (India) Limited;Financial Results;To consider and approve the financial results for the period ended Jun 30, 2024;29-Jul-2024
DCMNVL;DCM Nouvelle Limited;Financial Results;To consider and approve the financial results for the period ended Jun 30, 2024;29-Jul-2024
GOODLUCK;Goodluck India Limited;Financial Results;To consider and approve the financial results for the period ended Jun 30, 2024;29-Jul-2024
GVPTECH;GVP Infotech Limited;Financial Results;To consider and approve the financial results for the period ended Jun 30, 2024;29-Jul-2024
HINDPETRO;Hindustan Petroleum Corporation Limited;Financial Results;To consider and approve the financial results for the period ended Jun 30, 2024;29-Jul-2024
ICIL;Indo Count Industries Limited;Financial Results;To consider and approve the financial results for the period ended Jun 30, 2024;29-Jul-2024
IDEAFORGE;Ideaforge Technology Limited;Financial Results;To consider and approve the unaudited financial results for the period ended Jun 30, 2024;29-Jul-2024
INDIAGLYCO;India Glycols Limited;Financial Results;To consider and approve the financial results for the period ended Jun 30, 2024;29-Jul-2024
INDIANB;Indian Bank;Financial Results;To consider and approve the Unaudited (Reviewed) financial results for First Quarter of FY 2024-25 ended June 30, 2024;29-Jul-2024
ISMTLTD;ISMT Limited;Financial Results;To consider and approve the financial results for the period ended Jun 30, 2024;29-Jul-2024
JAIBALAJI;Jai Balaji Industries Limited;Financial Results/Other business matters;To consider and approve the financial results for the period ended Jun 30, 2024 and other business matters;29-Jul-2024
JINDALSAW;Jindal Saw Limited;Financial Results;To consider and approve the financial results for the period ended Jun 30, 2024;29-Jul-2024
JINDRILL;Jindal Drilling And Industries Limited;Financial Results;To consider and approve the financial results for the period ended Jun 30, 2024;29-Jul-2024
KANSAINER;Kansai Nerolac Paints Limited;Other business matters;Board Meeting of Kansai Nerolac Paints Limited to be held on 29th July, 2024;29-Jul-2024
KEI;KEI Industries Limited;Financial Results;To consider and approve the financial results for the period ended Jun 30, 2024;29-Jul-2024
KPIL;Kalpataru Projects International Limited;Financial Results/Other business matters;To consider and approve the financial results for the period ended Jun 30, 2024 and other business matters;29-Jul-2024
KRISHANA;Krishana Phoschem Limited;Financial Results;To consider and approve the financial results for the period ended Jun 30, 2024;29-Jul-2024
LOVABLE;Lovable Lingerie Limited;Financial Results/Dividend;1) To consider and approve the Un-audited Standalone Financial Results and LRR for the First quarter ended on June 30, 2024.2) Recommendation of final dividend, if any, on the Company s equity shares for the financial year ending on March 31, 2024, for the approval of the shareholders at the ensuing 37th Annual General Meeting of the Company.;29-Jul-2024
MAHSEAMLES;Maharashtra Seamless Limited;Financial Results;To consider and approve the financial results for the period ended Jun 30, 2024;29-Jul-2024
MANGCHEFER;Mangalore Chemicals & Fertilizers Limited;Financial Results;To consider and approve the financial results for the period ended Jun 30, 2024;29-Jul-2024
MANYAVAR;Vedant Fashions Limited;Financial Results;To consider and approve the financial results for the period ended Jun 30, 2024;29-Jul-2024
MBAPL;Madhya Bharat Agro Products Limited;Financial Results/Other business matters;To consider and approve the financial results for the period ended Jun 30, 2024 and other business matters;29-Jul-2024
NDTV;New Delhi Television Limited;Financial Results;To consider and approve the financial results for the period ended Jun 30, 2024;29-Jul-2024
OMAXAUTO;Omax Autos Limited;Financial Results/Dividend;"Pursuant to the Regulation 29 (1) of SEBI (Listing Obligations and Disclosure Requirements) Regulations, 2015, this is to inform that the Board Meeting of the Company is scheduled to be held on Monday, 29th July, 2024 at Plot No.B-26, Institutional Area, Sector-32, Gurugram-122001 inter alia, to consider; the Unaudited Financial Results of the Company for the quarter ended 30th June, 2024 and recommendation for Final Dividend, if any.Further as per company's code of conduct of Prohibition of insider trading and pursuant to Securities and Exchange Board of India (Prohibition of insider Trading) Regulations, 2015 as amended from time to time, the Trading window for dealing the securities, by all designated person of the company, has been closed from 01st July, 2024 and will remain closed till the expiry of 48 hours after declaration of Unaudited financial results for the quarter ended 30th June, 2024.";29-Jul-2024
PFIZER;Pfizer Limited;Financial Results;This is to inform you that a meeting of the Board of Directors of the Company is scheduledto be held on Monday, July 29, 2024, inter alia, to consider and take on record theUnaudited Financial Results of the Company for the quarter ended June 30, 2024.Pursuant to the  Pfizer Limited   Code of Internal Procedures and Conduct to Regulate,Monitor and Report Trading by Insiders , the Trading Window of the Company was closedfrom June 30, 2024, till 48 hours after the results are made public on July 29, 2024.;29-Jul-2024
PRIVISCL;Privi Speciality Chemicals Limited;Financial Results;To consider and approve the financial results for the period ended Jun 30, 2024;29-Jul-2024
QUESS;Quess Corp Limited;Financial Results;To consider and approve the financial results for the period ended Jun 30, 2024;29-Jul-2024
RBA;Restaurant Brands Asia Limited;Financial Results;To consider and approve the unaudited standalone and consolidated financial results for the quarter ended Jun 30, 2024;29-Jul-2024
SANGHIIND;Sanghi Industries Limited;Financial Results;To consider and approve the financial results for the period ended Jun 30, 2024;29-Jul-2024
SARLAPOLY;Sarla Performance Fibers Limited;Financial Results;To consider and approve the unaudited financial results for the period ended Jun 30, 2024;29-Jul-2024
SASTASUNDR;Sastasundar Ventures Limited;Financial Results;To consider and approve the Unaudited Standalone and Consolidated Financial Results of the Company for the quarter ended 30th June, 2024.;29-Jul-2024
SHANTIGEAR;Shanthi Gears Limited;Financial Results;To consider and approve the unaudited financial results for the period ended Jun 30, 2024;29-Jul-2024
STAR;Strides Pharma Science Limited;Financial Results;To consider and approve the financial results for the period ended Jun 30, 2024;29-Jul-2024
STOVEKRAFT;Stove Kraft Limited;Board meeting Rescheduled;Stove Kraft Limited has informed the Exchange that the meeting of the Board of Directors of the Company scheduled to be held on July 29, 2024 To consider and approve the financial results for the period ended Jun 30, 2024 has been cancelled.;29-Jul-2024
STOVEKRAFT;Stove Kraft Limited;Financial Results;To consider and approve the financial results for the period ended Jun 30, 2024;29-Jul-2024
TAINWALCHM;Tainwala Chemical and Plastic (I) Limited;Financial Results;To consider and approve the financial results for the period ended Jun 30, 2024;29-Jul-2024
VOLTAMP;Voltamp Transformers Limited;Financial Results;To consider and approve the Unaudited Financial Results of the Company for the Quarter ended on 30th June 2024.;29-Jul-2024
WHEELS;Wheels India Limited;Financial Results;To consider and approve the un-audited financial results for the period ended Jun 30, 2024;29-Jul-2024
WHIRLPOOL;Whirlpool of India Limited;Financial Results;To consider and approve the financial results for the period ended Jun 30, 2024;29-Jul-2024
WONDERLA;Wonderla Holidays Limited;Financial Results;To consider and approve the financial results for the period ended Jun 30, 2024;29-Jul-2024
