symbol;company;purpose;bm_desc;date
BOROSCI;Borosil Scientific Limited;Financial Results;To consider and approve the financial results for the period ended Jun 30, 2024;13-Aug-2024
BRNL;Bharat Road Network Limited;Financial Results;To consider and approve the financial results for the period ended Jun 30, 2024;13-Aug-2024
CANTABIL;Cantabil Retail India Limited;Financial Results/Dividend/Other business matters;To consider and approve the financial results for the period ended Jun 30, 2024, dividend and other business matters;13-Aug-2024
CAREERP;Career Point Limited;Financial Results/Dividend;To consider and approve the financial results for the period ended Jun 30, 2024 and dividend;13-Aug-2024
CCHHL;Country Club Hospitality & Holidays Limited;Financial Results;To consider and approve the financial results for the period ended Jun 30, 2024;13-Aug-2024
CEREBRAINT;Cerebra Integrated Technologies Limited;Financial Results;To consider and approve the financial results for the period ended Jun 30, 2024;13-Aug-2024
CINELINE;Cineline India Limited;Financial Results;To consider and approve the financial results for the period ended Jun 30, 2024;13-Aug-2024
CONSOFINVT;Consolidated Finvest & Holdings Limited;Financial Results;To consider and approve the financial results for the period ended Jun 30, 2024;13-Aug-2024
COUNCODOS;Country Condo's Limited;Financial Results;To consider and approve the financial results for the period ended Jun 30, 2024;13-Aug-2024
CTE;Cambridge Technology Enterprises Limited;Financial Results;To consider and approve the Unaudited financial results for the period ended Jun 30, 2024;13-Aug-2024
CUBEXTUB;Cubex Tubings Limited;Financial Results;To consider and approve the financial results for the period ended Jun 30, 2024;13-Aug-2024
CURATECH;Cura Technologies Limited;Financial Results;To consider and approve the financial results for the period ended Jun 30, 2024;13-Aug-2024
DBL;Dilip Buildcon Limited;Financial Results/Other business matters;To consider and approve the financial results for the period ended Jun 30, 2024 and other business matters;13-Aug-2024
DBREALTY;Valor Estate Limited;Financial Results;To consider and approve the financial results for the period ended Jun 30, 2024;13-Aug-2024
DCAL;Dishman Carbogen Amcis Limited;Financial Results;To consider and approve the financial results for the period ended Jun 30, 2024;13-Aug-2024
DCI;DC Infotech and Communication Limited;Financial Results;To consider and approve the financial results for the period ended Jun 30, 2024;13-Aug-2024
DCM;DCM  Limited;Financial Results;To consider and approve the financial results for the period ended Jun 30, 2024;13-Aug-2024
DCW;DCW Limited;Financial Results/Other business matters;To consider and approve the financial results for the period ended Jun 30, 2024 and other business matters;13-Aug-2024
DELTAMAGNT;Delta Manufacturing Limited;Financial Results;To consider and approve the financial results for the period ended Jun 30, 2024;13-Aug-2024
DHUNINV;Dhunseri Investments Limited;Financial Results;To consider and approve the unaudited financial results (Standalone & Consolidated) for the period ended Jun 30, 2024;13-Aug-2024
DICIND;DIC India Limited;Financial Results;To consider and approve the financial results for the period ended Jun 30, 2024;13-Aug-2024
DISHTV;Dish TV India Limited;Financial Results;To consider and approve the financial results for the period ended Jun 30, 2024;13-Aug-2024
DMCC;DMCC SPECIALITY CHEMICALS LIMITED;Financial Results;To consider and approve the financial results for the period ended Jun 30, 2024;13-Aug-2024
DNAMEDIA;Diligent Media Corporation Limited;Financial Results;To consider and approve the financial results for the period ended Jun 30, 2024;13-Aug-2024
DONEAR;Donear Industries Limited;Financial Results;To consider and approve the financial results for the period ended Jun 30, 2024;13-Aug-2024
DTIL;Dhunseri Tea & Industries Limited;Financial Results;To consider and approve the financial results for the period ended Jun 30, 2024;13-Aug-2024
DYNPRO;Dynemic Products Limited;Financial Results;To consider and approve the financial results for the period ended Jun 30, 2024;13-Aug-2024
EASEMYTRIP;Easy Trip Planners Limited;Financial Results;To consider and approve the financial results for the period ended Jun 30, 2024;13-Aug-2024
ECLERX;eClerx Services Limited;Financial Results;To consider and approve the financial results for the period ended Jun 30, 2024;13-Aug-2024
EKC;Everest Kanto Cylinder Limited;Financial Results;To consider and approve the financial results for the period ended Jun 30, 2024;13-Aug-2024
EMAMIREAL;Emami Realty Limited;Financial Results;To consider and approve the financial results for the period ended Jun 30, 2024;13-Aug-2024
EMCURE;Emcure Pharmaceuticals Limited;Financial Results;To consider and approve the financial results for the period ended Jun 30, 2024;13-Aug-2024
ENDURANCE;Endurance Technologies Limited;Financial Results;To consider and approve the financial results for the period ended Jun 30, 2024;13-Aug-2024
EPL;EPL Limited;Financial Results;To consider and approve the financial results for the period ended Jun 30, 2024;13-Aug-2024
EQUIPPP;Equippp Social Impact Technologies Limited;Financial Results/Other business matters;To consider and approve the financial results for the period ended Jun 30, 2024 and other business matters;13-Aug-2024
FACT;Fertilizers and Chemicals Travancore Limited;Financial Results;To consider and approve the unaudited financial results for the quarter ended Jun 30, 2024;13-Aug-2024
FAZE3Q;Faze Three Limited;Financial Results/Other business matters;Pursuant to Regulation 29 and 33 of the Securities and Exchange Board of India ( SEBI ) (Listing Obligations and Disclosure Requirements) Regulations, 2015, notice is hereby given that, a meeting of the Board of Directors of the Company is scheduled to be held on Tuesday, August 13, 2024, inter alia,to consider and approve the (Standalone and Consolidated) Un-Audited Financial Results of the Company for the Quarter ended June 30, 2024.;13-Aug-2024
FCSSOFT;FCS Software Solutions Limited;Financial Results;To consider and approve the financial results for the period ended Jun 30, 2024;13-Aug-2024
FIEMIND;Fiem Industries Limited;Financial Results;To consider and approve the financial results for the period ended Jun 30, 2024;13-Aug-2024
FLUOROCHEM;Gujarat Fluorochemicals Limited;Financial Results;To consider and approve the financial results for the period ended Jun 30, 2024;13-Aug-2024
FMGOETZE;Federal-Mogul Goetze (India) Limited.;Financial Results;Pursuant to Regulation 29(1)(a) of the Securities and Exchange Board of India (Listing Obligations and Disclosure Requirement) Regulations, 2015, please be informed that the Audit Committee Meeting and Board Meeting of the Company will be held on Tuesday, 13th August, 2024 to, inter alia, approve the unaudited Financial results of the Company for the quarter ended on 30th June, 2024.;13-Aug-2024
FMNL;Future Market Networks Limited;Financial Results;To consider and approve the financial results for the period ended Jun 30, 2024;13-Aug-2024
GENUSPAPER;Genus Paper & Boards Limited;Financial Results;To consider and approve the financial results for the period ended Jun 30, 2024;13-Aug-2024
GFLLIMITED;GFL Limited;Financial Results;To consider and approve the financial results for the period ended Jun 30, 2024;13-Aug-2024
GFSTEELS;Grand Foundry Limited;Financial Results;To consider and approve the financial results for the period ended Jun 30, 2024;13-Aug-2024
GKWLIMITED;GKW Limited;Financial Results;To consider and approve the unaudited financial results for the period ended June 30, 2024.;13-Aug-2024
GMRINFRA;GMR Airports Infrastructure Limited;Financial Results/Fund Raising;To consider and approve the financial results for the period ended Jun 30, 2024 and Fund Raising;13-Aug-2024
GNFC;Gujarat Narmada Valley Fertilizers and Chemicals Limited;Financial Results;To consider and approve the financial results for the period ended Jun 30, 2024;13-Aug-2024
GOCLCORP;GOCL Corporation Limited;Financial Results/Other business matters;To consider and approve the financial results for the period ended Jun 30, 2024 and other business matters;13-Aug-2024
GODHA;Godha Cabcon & Insulation Limited;Financial Results/Other business matters;To consider and approve the financial results for the period ended Jun 30, 2024 and other business matters;13-Aug-2024
GODREJIND;Godrej Industries Limited;Financial Results/Other business matters;To consider and approve the financial results for the period ended Jun 30, 2024 and other business matters;13-Aug-2024
GOLDTECH;AION-TECH SOLUTIONS LIMITED;Financial Results/Other business matters;To consider and approve the financial results for the period ended Jun 30, 2024 and other business matters;13-Aug-2024
GPTHEALTH;GPT Healthcare Limited;Financial Results;To consider and approve the financial results for the period ended Jun 30, 2024;13-Aug-2024
GROBTEA;The Grob Tea Company Limited;Financial Results;To consider and approve the financial results for the period ended Jun 30, 2024;13-Aug-2024
GTLINFRA;GTL Infrastructure Limited;Financial Results;To consider and approve the Unaudited Financial Results for the quarter ended Jun 30, 2024;13-Aug-2024
GULFPETRO;GP Petroleums Limited;Financial Results/Other business matters;To consider and approve the Un-audited financial results for the period ended Jun 30, 2024 and other business matters.;13-Aug-2024
GULPOLY;Gulshan Polyols Limited;Financial Results/Fund Raising;Board Meeting Intimation- The Meeting of the Board of Directors of the Company is scheduled to be held on 13/08/2024 ,inter alia, to consider and approve:- 1. the Unaudited Standalone and Consolidated Financial Results of the Company for the quarter ended on June 30, 2024 and,2. Proposal of Raising of funds;13-Aug-2024
HARRMALAYA;Harrisons  Malayalam Limited;Financial Results/Other business matters;To consider and approve the financial results for the period ended Jun 30, 2024 and other business matters;13-Aug-2024
HEADSUP;Heads UP Ventures Limited;Financial Results;To consider and approve the financial results for the period ended Jun 30, 2024;13-Aug-2024
HEG;HEG Limited;Financial Results;To consider and approve the financial results for the period ended Jun 30, 2024;13-Aug-2024
HEG;HEG Limited;Stock Split;To consider stock split of equity shares;13-Aug-2024
HEMIPROP;Hemisphere Properties India Limited;Financial Results;To consider and approve the financial results for the period ended Jun 30, 2024;13-Aug-2024
HEROMOTOCO;Hero MotoCorp Limited;Financial Results;Pursuant to Regulation 29 and other applicable Regulations of the Securities and Exchange Board of India (Listing Obligations and Disclosure Requirements) Regulations, 2015, we wish to inform you that a meeting of the Board of Directors of the Company is scheduled to be held on Tuesday, August 13, 2024, inter alia, to consider and approve the unaudited Standalone and Consolidated Financial Results for the quarter ended on June 30, 2024.;13-Aug-2024
HIL;HIL Limited;Financial Results;To consider and approve the financial results for the period ended Jun 30, 2024;13-Aug-2024
HINDALCO;Hindalco Industries Limited;Other business matters;to consider and approve Unaudited Consolidated and Standalone financial results of the Company for the quarter ended June 30, 2024.;13-Aug-2024
HNDFDS;Hindustan Foods Limited;Financial Results/Other business matters;In pursuance to the Regulation 29 of the SEBI (Listing Obligations and Disclosure Requirements) Regulations 2015, We wish to inform you that the Meeting of the Board of Directors of the Company is scheduled to be held on Tuesday, August 13, 2024 inter-alia, to consider and approve Un-Audited Consolidated & Standalone Financial Results of the Company for the Quarter ended June 30, 2024 and other businesses of the Agenda.Further to our communication dated June 29, 2024 and pursuant to the Company s code of Internal Procedures and Conduct to regulate, monitor and report trading by insiders and the SEBI (Prohibition of Insider Trading) Rules, 2015 the trading window was closed from Monday, July 1, 2024 and shall remain closed until Thursday, August 15, 2024 (i.e. till conclusion of 48 hours after the declaration of the Un-Audited Consolidated & Standalone Financial Results).;13-Aug-2024
HUBTOWN;Hubtown Limited;Financial Results;To consider and approve the financial results for the period ended Jun 30, 2024;13-Aug-2024
INDLMETER;IMP Powers Limited;Financial Results;To consider and approve the financial results for the period ended Jun 30, 2024;13-Aug-2024
INDOSOLAR;Indosolar Limited;Financial Results;To consider and approve the financial results for the period ended Jun 30, 2024;13-Aug-2024
INDSWFTLTD;Ind-Swift Limited;Financial Results;To consider and approve the financial results for the period ended Jun 30, 2024;13-Aug-2024
IPCALAB;IPCA Laboratories Limited;Financial Results;To consider and approve the financial results for the period ended Jun 30, 2024;13-Aug-2024
IRCTC;Indian Railway Catering And Tourism Corporation Limited;Financial Results;To consider and approve the financial results for the period ended Jun 30, 2024;13-Aug-2024
ISFT;Intrasoft Technologies Limited;Financial Results;To consider and approve the financial results for the period ended Jun 30, 2024;13-Aug-2024
ISGEC;Isgec Heavy Engineering Limited;Financial Results;To consider and approve the financial results for the period ended Jun 30, 2024;13-Aug-2024
ITDC;India Tourism Development Corporation Limited;Financial Results;To consider and approve the financial results for the period ended Jun 30, 2024;13-Aug-2024
JINDALPHOT;Jindal Photo Limited;Financial Results;To consider and approve the financial results for the period ended Jun 30, 2024;13-Aug-2024
JINDWORLD;Jindal Worldwide Limited;Financial Results/Other business matters;To consider and approve the financial results for the period ended Jun 30, 2024 and other business matters;13-Aug-2024
JMA;Jullundur Motor Agency (Delhi) Limited;Financial Results;To consider and approve the financial results for the period ended Jun 30, 2024;13-Aug-2024
JNKINDIA;JNK India Limited;Financial Results/Other business matters;Pursuant to Regulation 29(1) of SEBI (Listing Obligations and Disclosure Requirements) Regulations, 2015, we wish to inform you that the meeting of the Board of Directors of the Company is scheduled to be held on Tuesday, August 13, 2024 to consider inter alia:1.To approve Unaudited (Standalone and Consolidated) Financial Results with Limited Review Report of the Company for the quarter ended June 30, 2024.2.Any other business which forms part of the Agenda Paper.Further, pursuant to Securities and Exchange Board of India (Prohibition of Insider Trading) Regulations, 2015 and the Company's Code of Conduct for regulating, monitoring and reporting of trading by Insiders, the trading window of the Company for the quarter ended June 30, 2024 is closed from Monday, July 01, 2024 and shall reopen after expiry of 48 hours from declaration of Unaudited Financial Results (Standalone and Consolidated) with Limited Review Report of the Company for the quarter ended June 30, 2024.;13-Aug-2024
JPOLYINVST;Jindal Poly Investment and Finance Company Limited;Financial Results;To consider and approve standalone and consolidated un-audited financial results for the period ended Jun 30, 2024;13-Aug-2024
KKCL;Kewal Kiran Clothing Limited;Financial Results;To consider and approve the financial results for the period ended Jun 30, 2024;13-Aug-2024
KOHINOOR;Kohinoor Foods Limited;Financial Results/Other business matters;To consider and approve the financial results for the period ended Jun 30, 2024 and other business matters;13-Aug-2024
KSHITIJPOL;Kshitij Polyline Limited;Financial Results/Other business matters;To consider and approve the financial results for the period ended Jun 30, 2024 and other business matters;13-Aug-2024
LAMBODHARA;Lambodhara Textiles Limited;Financial Results;To consider and approve the financial results for the period ended Jun 30, 2024;13-Aug-2024
LANDMARK;Landmark Cars Limited;Financial Results;LANDMARK CARS LIMITED has informed the Exchange about Board Meeting to be held on 13-Aug-2024 to consider and approve Unaudited Financial Results (Standalone and Consolidated) of the Company along with the Limited Review Report for the quarter ended on 30th June, 2024;13-Aug-2024
LATTEYS;Latteys Industries Limited;Financial Results/Other business matters;To consider and approve the financial results for the period ended Jun 30, 2024 and other business matters;13-Aug-2024
LAXMICOT;Laxmi Cotspin Limited;Financial Results;To consider and approve the financial results for the period ended Jun 30, 2024;13-Aug-2024
LGHL;Laxmi Goldorna House Limited;Financial Results/Other business matters;To consider and approve the financial results for the period ended Jun 30, 2024 and other business matters;13-Aug-2024
MAANALU;Maan Aluminium Limited;Financial Results/Other business matters;To consider and approve the financial results for the period ended Jun 30, 2024 and other business matters;13-Aug-2024
MACPOWER;Macpower CNC Machines Limited;Financial Results/Other business matters;To consider and approve the financial results for the period ended Jun 30, 2024 and other business matters;13-Aug-2024
MADHAV;Madhav Marbles and Granites Limited;Financial Results/Other business matters;To consider and approve the financial results for the period ended Jun 30, 2024 and other business matters;13-Aug-2024
MAGADSUGAR;Magadh Sugar & Energy Limited;Financial Results;To consider and approve the financial results for the period ended Jun 30, 2024;13-Aug-2024
MAHAPEXLTD;Maha Rashtra Apex Corporation Limited;Financial Results;To consider and approve the financial results for the period ended Jun 30, 2024;13-Aug-2024
MALUPAPER;Malu Paper Mills Limited;Financial Results/Other business matters;To consider and approve the financial results for the period ended Jun 30, 2024 and other business matters;13-Aug-2024
MALUPAPER;Malu Paper Mills Limited;Financial Results/Other business matters;To consider and approve the financial results for the period ended Jun 30, 2024 and other business matters;13-Aug-2024
MANAKSIA;Manaksia Limited;Financial Results;To consider and approve the financial results for the period ended Jun 30, 2024;13-Aug-2024
MANAKSTEEL;Manaksia Steels Limited;Financial Results;To consider and approve the financial results for the period ended Jun 30, 2024;13-Aug-2024
MANAPPURAM;Manappuram Finance Limited;Financial Results/Dividend/Other business matters;To consider and approve the financial results for the period ended Jun 30, 2024, dividend and other business matters;13-Aug-2024
MANGALAM;Mangalam Drugs And Organics Limited;Financial Results;To consider and approve the financial results for the period ended Jun 30, 2024;13-Aug-2024
MARKSANS;Marksans Pharma Limited;Financial Results;To consider and approve the financial results for the period ended Jun 30, 2024;13-Aug-2024
MBECL;Mcnally Bharat Engineering Company Limited;Financial Results;To consider and approve the financial results for the period ended Jun 30, 2024;13-Aug-2024
MBLINFRA;MBL Infrastructure Limited;Financial Results;To consider and approve Un-audited Financial Results (both Standalone and Consolidated) for the Quarter ended Jun 30, 2024;13-Aug-2024
MEDIASSIST;Medi Assist Healthcare Services Limited;Financial Results;To consider and approve the unaudited standalone and consolidated financial results of the Company for the quarter ended June 30, 2024.;13-Aug-2024
MEDICAMEQ;Medicamen Biotech Limited;Financial Results;To consider and approve the financial results for the period ended Jun 30, 2024;13-Aug-2024
MFSL;Max Financial Services Limited;Other business matters;Disclosure under Listing Regulations   Board Meeting for consideration   of un-audited financial results of the Company for the quarter ending June 30, 2024.;13-Aug-2024
MHLXMIRU;Mahalaxmi Rubtech Limited;Financial Results;To consider and approve Unaudited Financial Results For the 01st Quarter ended on 30th June, 2024, for the Financial Year 2024-25.;13-Aug-2024
MIRCELECTR;MIRC Electronics Limited;Financial Results;To consider and approve the financial results for the period ended Jun 30, 2024;13-Aug-2024
MITCON;MITCON Consultancy & Engineering Services Limited;Financial Results;To consider and approve the financial results for the period ended Jun 30, 2024;13-Aug-2024
MKPL;M K Proteins Limited;Financial Results;"We hereby intimate that the meeting of the Board of Directors of the Company will be held on Tuesday, 13th August 2024 to inter-alia, consider and approve the following items:1. The Un-Audited Financial Results of the Company for the quarter ended 30th June, 2024;2. Any other business with the permission of chair.";13-Aug-2024
MODISONLTD;MODISON LIMITED;Financial Results;To consider and approve the financial results for the period ended Jun 30, 2024;13-Aug-2024
MOTHERSON;Samvardhana Motherson International Limited;Financial Results;To consider and approve the financial results for the period ended Jun 30, 2024;13-Aug-2024
MSTCLTD;Mstc Limited;Financial Results;To consider and approve the financial results for the period ended Jun 30, 2024;13-Aug-2024
MTARTECH;Mtar Technologies Limited;Financial Results;To consider and approve the financial results for the period ended Jun 30, 2024;13-Aug-2024
MTEDUCARE;MT Educare Limited;Financial Results/Other business matters;To consider and approve the financial results for the period ended Jun 30, 2024 and other business matters;13-Aug-2024
MTNL;Mahanagar Telephone Nigam Limited;Financial Results;MTNL : 14-Aug-2024 :  The Company has informed the Exchange that a Board meeting to be held on August 13, 2024 has been re-scheduled. Further, the Company has informed the Exchange that the meeting of the Board of Directors of the Company will be held on August 14, 2024,  To consider and approve the financial results for the period ended Jun 30, 2024;13-Aug-2024
MTNL;Mahanagar Telephone Nigam Limited;Financial Results;To consider and approve the financial results for the period ended Jun 30, 2024;13-Aug-2024
MUFIN;Mufin Green Finance Limited;Financial Results/Fund Raising;To consider and approve the financial results for the period ended Jun 30, 2024 and Fund Raising;13-Aug-2024
MUKKA;Mukka Proteins Limited;Financial Results/Other business matters;To consider and approve the unaudited financial results for the period ended June 30, 2024, and other business matters.;13-Aug-2024
MUTHOOTFIN;Muthoot Finance Limited;Financial Results;To consider and approve the financial results for the period ended Jun 30, 2024;13-Aug-2024
NAGREEKEXP;Nagreeka Exports Limited;Financial Results;To consider and approve the financial results for the period ended Jun 30, 2024;13-Aug-2024
NAZARA;Nazara Technologies Limited;Financial Results;To consider and approve the financial results for the period ended Jun 30, 2024;13-Aug-2024
NBCC;NBCC (India) Limited;Financial Results;To consider and approve the financial results for the period ended Jun 30, 2024;13-Aug-2024
NBIFIN;N. B. I. Industrial Finance Company Limited;Financial Results;To consider and approve the financial results for the period ended Jun 30, 2024;13-Aug-2024
NDGL;Naga Dhunseri Group Limited;Financial Results;To consider and approve the Un-audited Financial Results (both Standalone & Consolidated) for the period ended Jun 30, 2024;13-Aug-2024
NINSYS;NINtec Systems Limited;Financial Results;To consider and approve the financial results for the period ended Jun 30, 2024;13-Aug-2024
NIRAJ;Niraj Cement Structurals Limited;Financial Results/Other business matters;To consider and approve the financial results for the period ended Jun 30, 2024 and other business matters;13-Aug-2024
NITCO;Nitco Limited;Financial Results;To consider and approve the financial results for the period ended Jun 30, 2024;13-Aug-2024
NSIL;Nalwa Sons Investments Limited;Financial Results;Board meeting intimation pursuant to Regulation 29 of SEBI (Listing Obligationsand Disclosure Requirements) Regulations, 2015.;13-Aug-2024
NSLNISP;NMDC Steel Limited;Financial Results;To consider and approve the financial results for the period ended Jun 30, 2024;13-Aug-2024
NYKAA;FSN E-Commerce Ventures Limited;Financial Results;To consider and approve the financial results for the period ended Jun 30, 2024;13-Aug-2024
OMAXE;Omaxe Limited;Financial Results/Other business matters;To consider and approve the financial results for the period ended Jun 30, 2024 and other business matters;13-Aug-2024
ONEPOINT;One Point One Solutions Limited;Financial Results/Other business matters;To consider and approve the financial results for the period ended Jun 30, 2024 and other business matters;13-Aug-2024
OPTIEMUS;Optiemus Infracom Limited;Financial Results/Fund Raising/Other business matters;To consider and approve the financial results for the period ended Jun 30, 2024, Fund Raising and other business matters;13-Aug-2024
ORTINLAB;Ortin Laboratories Limited;Financial Results/Other business matters;To consider and approve the financial results for the period ended Jun 30, 2024 and other business matters;13-Aug-2024
PANACHE;Panache Digilife Limited;Financial Results;To consider and approve the financial results for the period ended Jun 30, 2024;13-Aug-2024
PATELENG;Patel Engineering Limited;Financial Results;To consider and approve the financial results for the period ended Jun 30, 2024;13-Aug-2024
PEARLPOLY;Pearl Polymers Limited;Financial Results;To consider and approve the financial results for the period ended Jun 30, 2024;13-Aug-2024
PEL;Piramal Enterprises Limited;Financial Results/Other business matters;To consider and approve the financial results for the period ended June 30, 2024 and other business matters;13-Aug-2024
PIGL;Power & Instrumentation (Gujarat) Limited;Financial Results/Other business matters;To consider and approve the financial results for the period ended Jun 30, 2024 and other business matters;13-Aug-2024
PLAZACABLE;Plaza Wires Limited;Financial Results/Other business matters;To consider and approve the financial results for the period ended Jun 30, 2024 and other business matters;13-Aug-2024
POKARNA;Pokarna Limited;Financial Results;To consider and approve the financial results for the period ended Jun 30, 2024;13-Aug-2024
PRAKASHSTL;Prakash Steelage Limited;Financial Results/Other business matters;To consider and approve the financial results for the period ended Jun 30, 2024 and other business matters;13-Aug-2024
PREMIER;Premier Limited;Financial Results;To consider and approve the financial results for the period ended Jun 30, 2024;13-Aug-2024
PROZONER;Prozone Realty Limited;Financial Results;To consider and approve the financial results for the period ended Jun 30, 2024;13-Aug-2024
PTC;PTC India Limited;Financial Results;To consider and approve the un-audited standalone and consolidated financial results for the period ended Jun 30, 2024;13-Aug-2024
PVSL;Popular Vehicles and Services Limited;Financial Results;To consider and approve the financial results for the period ended Jun 30, 2024;13-Aug-2024
RACE;Race Eco Chain Limited;Financial Results;To consider and approve the financial results for the period ended Jun 30, 2024;13-Aug-2024
RADHIKAJWE;Radhika Jeweltech Limited;Financial Results;To consider and approve the financial results for the period ended Jun 30, 2024;13-Aug-2024
RAINBOW;Rainbow Childrens Medicare Limited;Financial Results;To consider and approve the financial results for the period ended Jun 30, 2024;13-Aug-2024
RAJRILTD;Raj Rayon Industries Limited;Financial Results;To consider and approve the financial results for the period ended Jun 30, 2024;13-Aug-2024
RAMKY;Ramky Infrastructure Limited;Financial Results;To consider and approve the financial results for the period ended Jun 30, 2024;13-Aug-2024
RANASUG;Rana Sugars Limited;Financial Results;To consider and approve the financial results for the period ended Jun 30, 2024;13-Aug-2024
RATNAMANI;Ratnamani Metals & Tubes Limited;Financial Results;To consider and approve the financial results for the period ended Jun 30, 2024;13-Aug-2024
RELIGARE;Religare Enterprises Limited;Financial Results;To consider and approve the financial results for the period ended Jun 30, 2024;13-Aug-2024
RICOAUTO;Rico Auto Industries Limited;Financial Results;To consider and approve the financial results for the period ended Jun 30, 2024;13-Aug-2024
RKDL;Ravi Kumar Distilleries Limited;Financial Results;To consider and approve the financial results for the period ended Jun 30, 2024;13-Aug-2024
RKEC;RKEC Projects Limited;Financial Results/Other business matters;To consider and approve the financial results for the period ended Jun 30, 2024 and other business matters;13-Aug-2024
SABEVENTS;Sab Events & Governance Now Media Limited;Financial Results;To consider and approve the financial results for the period ended Jun 30, 2024;13-Aug-2024
SAKAR;Sakar Healthcare Limited;Financial Results;To consider and approve the financial results for the period ended Jun 30, 2024;13-Aug-2024
SAMMAANCAP;Sammaan Capital Limited;Financial Results;To consider and approve the financial results for the period ended Jun 30, 2024;13-Aug-2024
SANDESH;The Sandesh Limited;Financial Results/Other business matters;To consider and approve the financial results for the period ended Jun 30, 2024 and other business matters;13-Aug-2024
