symbol;company;purpose;bm_desc;date
COUNCODOS;Country Condo's Limited;Other business matters;To consider other business matters as mentioned belwo:1. To Approve the Board of Directors Report, for the Financial Year ended 31st March, 2024.2. To Adopt the Draft Annual Report for the Financial Year ended 31st March, 2024 and fix the date, time and venue for the 37th Annual General Meeting3. To Appoint Mr. Sri Rama Lingeswara Swamy Namburi, DIN: 10720140, as Independent Director (Additional Director) of the Company.4. To Appoint Mr. Srinivas Pasham, DIN: 10273557, as Independent Director (Additional Director) of the Company.5. Any other matter with the permission of the Chair.;05-Aug-2024
CUPID;Cupid Limited;Financial Results/Other business matters;To consider and approve the financial results for the period ended Jun 30, 2024 and other business matters;05-Aug-2024
DEEPAKNTR;Deepak Nitrite Limited;Financial Results;To consider and approve the financial results for the period ended Jun 30, 2024;05-Aug-2024
DEEPINDS;Deep Industries Limited;Financial Results;To consider and approve the financial results for the period ended Jun 30, 2024;05-Aug-2024
DEVIT;Dev Information Technology Limited;Financial Results;To consider and approve the un-audited standalone and consolidated financial results for the first quarter ended on Jun 30, 2024;05-Aug-2024
DEVYANI;Devyani International Limited;Financial Results/Other business matters;To consider and approve the financial results for the period ended Jun 30, 2024 and other business matters;05-Aug-2024
EIHAHOTELS;EIH Associated Hotels Limited;Financial Results;To consider and approve the financial results for the period ended Jun 30, 2024;05-Aug-2024
FAIRCHEMOR;Fairchem Organics Limited;Financial Results;To consider and approve the financial results for the period ended Jun 30, 2024;05-Aug-2024
GSFC;Gujarat State Fertilizers & Chemicals Limited;Financial Results;To consider and approve the financial results for the period ended Jun 30, 2024;05-Aug-2024
HAPPSTMNDS;Happiest Minds Technologies Limited;Fund Raising/Other business matters;To consider Fund Raising and other business matters;05-Aug-2024
HCC;Hindustan Construction Company Limited;Financial Results/Fund Raising;To consider and approve the financial results for the period ended Jun 30, 2024 and Fund Raising;05-Aug-2024
HGINFRA;H.G. Infra Engineering Limited;Financial Results;To consider and approve the financial results for the period ended Jun 30, 2024;05-Aug-2024
HLEGLAS;HLE Glascoat Limited;Financial Results;To consider and approve the financial results for the period ended Jun 30, 2024;05-Aug-2024
HONAUT;Honeywell Automation India Limited;Financial Results;To consider and approve the financial results for the period ended Jun 30, 2024;05-Aug-2024
INDRAMEDCO;Indraprastha Medical Corporation Limited;Financial Results;To consider and approve the financial results for the period ended Jun 30, 2024;05-Aug-2024
JOCIL;Jocil Limited;Financial Results;To consider and approve the unaudited financial results for the period ended Jun 30, 2024;05-Aug-2024
KANORICHEM;Kanoria Chemicals & Industries Limited;Financial Results;To consider and approve the financial results for the period ended Jun 30, 2024;05-Aug-2024
MANALIPETC;Manali Petrochemicals Limited;Financial Results;To consider and approve the financial results for the period ended Jun 30, 2024;05-Aug-2024
MANGLMCEM;Mangalam Cement Limited;Financial Results;To consider and approve the financial results for the period ended Jun 30, 2024;05-Aug-2024
MARICO;Marico Limited;Financial Results;Pursuant to Regulation 29 of the SEBI (Listing Obligations and Disclosure Requirements) Regulations, 2015, we hereby inform you that a meeting of the Board of Directors of the Company is scheduled to be held on Monday, August 5, 2024, to inter alia, consider and approve the un-audited standalone & consolidated financial results of the Company for the quarter ended June 30, 2024, along with the LimitedReview Report of the Auditors thereon.;05-Aug-2024
MIRZAINT;Mirza International Limited;Financial Results;To consider and approve the financial results for the period ended Jun 30, 2024;05-Aug-2024
MONTECARLO;Monte Carlo Fashions Limited;Financial Results;To consider and approve the financial results for the period ended Jun 30, 2024;05-Aug-2024
MSUMI;Motherson Sumi Wiring India Limited;Financial Results;To consider and approve the financial results for the period ended Jun 30, 2024;05-Aug-2024
MUKANDLTD;Mukand Limited;Financial Results;To consider and approve the financial results for the period ended Jun 30, 2024;05-Aug-2024
NURECA;Nureca Limited;Financial Results/Other business matters;To consider and approve the financial results for the period ended Jun 30, 2024 and other business matters;05-Aug-2024
ONGC;Oil & Natural Gas Corporation Limited;Financial Results/Other business matters;To consider and approve the financial results for the period ended Jun 30, 2024 and other business matters;05-Aug-2024
ORIENTCEM;Orient Cement Limited;Financial Results;To consider and approve the financial results for the period ended Jun 30, 2024;05-Aug-2024
OSIAHYPER;Osia Hyper Retail Limited;Financial Results;To consider and approve the financial results for the period ended Jun 30, 2024;05-Aug-2024
PAKKA;PAKKA LIMITED;Fund Raising/Other business matters;To consider proposal for allotment of equity shares on preferential basis and other business matters.;05-Aug-2024
PARAS;Paras Defence and Space Technologies Limited;Financial Results;To consider and approve the financial results for the period ended Jun 30, 2024;05-Aug-2024
REFEX;Refex Industries Limited;Financial Results/Fund Raising;To consider and approve the financial results for the quarter ended June 30, 2024 and Fund Raising;05-Aug-2024
RELTD;Ravindra Energy Limited;Financial Results;To consider and approve the financial results for the period ended Jun 30, 2024;05-Aug-2024
RHFL;Reliance Home Finance Limited;Financial Results/Other business matters;To consider and approve the unaudited financial results for the period ended Jun 30, 2024 and other business matters;05-Aug-2024
RUSTOMJEE;Keystone Realtors Limited;Financial Results;To consider and approve the financial results for the period ended Jun 30, 2024;05-Aug-2024
SANDUMA;Sandur Manganese & Iron Ores Limited;Financial Results;To consider and approve the unaudited financial results for the period ended Jun 30, 2024;05-Aug-2024
SCHNEIDER;Schneider Electric Infrastructure Limited;Financial Results/Other business matters;To consider and approve the financial results for the period ended Jun 30, 2024 and other business matters;05-Aug-2024
SDBL;Som Distilleries & Breweries Limited;Financial Results/Other business matters;To consider and approve the financial results for the period ended Jun 30, 2024 and other business matters;05-Aug-2024
SHREYANIND;Shreyans Industries Limited;Financial Results;To consider and approve the financial results for the period ended Jun 30, 2024;05-Aug-2024
SMSPHARMA;SMS Pharmaceuticals Limited;Financial Results/Other business matters;To consider and approve the financial results for the period ended Jun 30, 2024 and other business matters;05-Aug-2024
SMSPHARMA;SMS Pharmaceuticals Limited;Financial Results/Other business matters;The Company has informed the Exchange that the venue of the Board Meeting has been changed to the Registered Office of the Company situated at Plot No. 72, H.No. 8-2-334/3&4, Road No.5, Opp. SBI Executive Enclave, Banjara Hills, Hyderabad, Telangana 500034 instead of manufacturing facility. Please note that the date of the meeting remains unchanged.;05-Aug-2024
SPARC;Sun Pharma Advanced Research Company Limited;Financial Results;To consider and approve the financial results for the period ended Jun 30, 2024;05-Aug-2024
SUBEXLTD;Subex Limited;Financial Results;To consider and approve the financial results for the period ended Jun 30, 2024;05-Aug-2024
SUNDARMFIN;Sundaram Finance Limited;Financial Results;To consider and approve the unaudited financial results for the quarter ended Jun 30, 2024.;05-Aug-2024
SUVEN;Suven Life Sciences Limited;Financial Results;To consider and approve the financial results for the period ended Jun 30, 2024;05-Aug-2024
SVLL;Shree Vasu Logistics Limited;Financial Results;To consider and approve the financial results for the period ended Jun 30, 2024;05-Aug-2024
SYRMA;Syrma SGS Technology Limited;Financial Results;To consider and approve the financial results for the period ended Jun 30, 2024;05-Aug-2024
TAJGVK;Taj GVK Hotels & Resorts Limited;Financial Results;TAJGVK : 02-Aug-2024 :  The Company has informed the Exchange that a Board meeting to be held on August 05, 2024 has been re-scheduled. Further, the Company has informed the Exchange that the meeting of the Board of Directors of the Company will be held on August 02, 2024,  To consider and approve the financial results for the period ended Jun 30, 2024;05-Aug-2024
TAJGVK;Taj GVK Hotels & Resorts Limited;Financial Results;To consider and approve the financial results for the period ended Jun 30, 2024;05-Aug-2024
TATACHEM;Tata Chemicals Limited;Financial Results;To consider and approve the financial results for the period ended Jun 30, 2024;05-Aug-2024
TBZ;Tribhovandas Bhimji Zaveri Limited;Financial Results/Other business matters;To consider and approve the financial results for the period ended Jun 30, 2024 and other business matters;05-Aug-2024
TIRUPATIFL;Tirupati Forge Limited;Financial Results;To consider and approve the financial results for the period ended Jun 30, 2024;05-Aug-2024
TRITURBINE;Triveni Turbine Limited;Financial Results;To consider and approve the financial results for the period ended Jun 30, 2024;05-Aug-2024
UDS;Updater Services Limited;Financial Results;Intimation of Board Meeting to be held on 5th August 2024 inter-alia To consider and approve the Un-audited financial results for the period ended Jun 30, 2024;05-Aug-2024
VIJAYA;Vijaya Diagnostic Centre Limited;Financial Results;To consider and approve the unaudited financial results for the first quarter ended June 30, 2024.;05-Aug-2024
VINYLINDIA;Vinyl Chemicals (India) Limited;Financial Results;To consider and approve the financial results for the period ended Jun 30, 2024;05-Aug-2024
VMART;V-Mart Retail Limited;Financial Results;To consider and approve the financial results for the period ended Jun 30, 2024;05-Aug-2024
VRLLOG;VRL Logistics Limited;Financial Results;To consider and approve the financial results for the period ended Jun 30, 2024;05-Aug-2024
